Categoria;Denominazione;Indirizzo;Città;Localita;Indirizzo internet;Indirizzo di posta elettronica
BED & BREAKFAST;CASA MONTEFIORE II;via montefiore 3;CARTOCETO;CARTOCETO;;catia.capodagli@libero.it
BED & BREAKFAST;CASA SGARZI'N;Via Settembrini 12;CARTOCETO;LUCREZIA;;taddeicarmen@libero.it
STABILIMENTI BALNEARI;ISLAMORADA DOG-BEACH;Via Faa di Bruno SN;FANO;PONTE SASSO;www.islamorada.it;info@islamorada.it
ALTRI ALLOGGI PRIVATI;PRIMAVERA MARIELLA;Via Raffaele Jozzino 1;FANO;FANO;;mariellaboiani@yahoo.it
ALTRI ALLOGGI PRIVATI;CURINA PAOLA;Via Campioni 3;FANO;FANO;;giolun70@gmail.com
ALTRI ALLOGGI PRIVATI;ESPOSITO MARIACHIARA;Viale Romagna 45;FANO;FANO;;telematico@renierassociati.com
ALTRI ALLOGGI PRIVATI;GASPARONI LUIGI APP.TO VIA DE GASPERI 18;Via De Gasperi 18;FANO;FANO;;segreteria@consulgest.eu
ALTRI ALLOGGI PRIVATI;MAGRINI INES;Via della Marina 34;FANO;FANO;;ghinocelani@email.it
BED & BREAKFAST;IL GRECALE;Via Sas 459;FANO;PONTE SASSO;;c.vitali62@gmail.com
BED & BREAKFAST;IL GRECALE 2;Via Snas  461;FANO;PONTE SASSO;;c.vitali62@gmail.com
ALTRI ALLOGGI PRIVATI;BONANOMI GRETA;Via Caminate 31;FANO;FANO;;bbtanadellupo@gmail.com
ALBERGHI;HOTEL SOLE RESORT;via Faa' di Bruno 103;FANO;FANO;www.hotelsole-marotta.it;info@hotelsole-marotta.it
ALTRI ALLOGGI PRIVATI;DELLASANTA MASSIMO;Via Cavazzotti 7;FANO;FANO;;massimo.dellasanta@libero.it
ALTRI ALLOGGI PRIVATI;BETTINI MARIA LUISA;Via Nazario Sauro 266/B;FANO;FANO;;goffredodonini@katamail.com
ALTRI ALLOGGI PRIVATI;BORGOGELLI OTTAVIANI MARCO;Vicolo Alavolini 9;FANO;FANO;;borgomarco@libero.it
ALTRI ALLOGGI PRIVATI;BIAGIOTTI GIACOMO;Via Giacomo Puccini 14/A;FANO;FANO;;biagiotti.giacomo@gmail.com
ALTRI ALLOGGI PRIVATI;CRESTINI GIANFRANCESCO;Via del Pietrisco 30;FANO;FANO;;
ALTRI ALLOGGI PRIVATI;IACCHINI ISABELLA;Via Giacomo Puccini 18;FANO;FANO;;biagiotti.giacomo@gmail.com
ALTRI ALLOGGI PRIVATI;MANCINELLI SERENELLA;Via L. D. Aureliano 17;FANO;FANO;;serimancinelli31@gmail.com
ALTRI ALLOGGI PRIVATI;ORCIANI MARSINO;Via Trieste 10;FANO;FANO;;
ALTRI ALLOGGI PRIVATI;VITALI CARMEN;Via Dei Mille  15/A PU;FANO;FANO;;vitali1952@gmail.com
ALTRI ALLOGGI PRIVATI;BORGHESI ELVIO;Via degli Schiavoni 17;FANO;FANO;;elvio.bor@gmail.com
ALLOGGI IN AFFITTO;L'EREMO AFFITTACAMERE;via Prelato 14;FANO;FANO;;carnaroli.m@libero.it
ALTRI ALLOGGI PRIVATI;CENCI ROBERTO;Viale Adriatico 16/A;FANO;FANO;;
ALTRI ALLOGGI PRIVATI;VERNA STEFANO;Via Adriatico 108;FANO;FANO;;
ALLOGGI IN AFFITTO;VILLA MAURO MARE;Via A. Cappellini 58-60;FANO;FANO;;info@villamaurosanmartino.it
BED & BREAKFAST;B&B IL TIGLIO;Via Luciano Manara 23;FANO;FANO;iltigliofano.altervista.org;bbiltiglio@libero.it
ALLOGGI AGRITURISTICI;AGRITURISMO PETTIROSSO;LOC. MADONNA PONTE 89/A;FANO;FANO;http://www.agriturismopettirosso.it/;info@agriturismopettirosso.it
ALTRI ALLOGGI PRIVATI;SCIPLINO MARIA TERESA;Vicolo Alavolini 6;FANO;FANO;;m.teresasciplino@virgilio.it
ALTRI ALLOGGI PRIVATI;SANTINI SERENELLA APP.TO 210/C;SS. Adriatica sud  210/C;FANO;FANO;;
ALTRI ALLOGGI PRIVATI;SANTINI SERENELLA APP.TO 210/A;SS. Adriatica sud  210/A;FANO;FANO;;
ALTRI ALLOGGI PRIVATI;SANTINI SERENELLA APP.TO 210/B;SS. Adriatica sud 210/B;FANO;FANO;;
ALTRI ALLOGGI PRIVATI;SANTINI SERENELLA APP.TO 212/C;SS. Adriatica sud 212/C;FANO;FANO;;
ALTRI ALLOGGI PRIVATI;SANTINI SERENELLA APP.TO 212/B;SS. Adriatica sud 212/B;FANO;FANO;;
ALTRI ALLOGGI PRIVATI;SANTINI SERENELLA APP.TO 212/A;SS. Adriatica sud 212/A;FANO;FANO;;
BED & BREAKFAST;LA DARSENA;Via Nazario Sauro 24;FANO;FANO;;daquinox@libero.it
STABILIMENTI BALNEARI;SPIAGGIA DEI TALENTI;;FANO;FANO;;ilgermogliocooperativa@gmail.com
ALTRI ALLOGGI PRIVATI;AIUDI ALBERTO;Via Gorizia 11;FANO;FANO;;aiudisnc@libero.it
ALLOGGI IN AFFITTO;COSTANZA;MARTINO DA FANO  36;FANO;Fano zona Centro;;schiaroli.luciano@gmail.com
CASE PER FERIE;CASA RELIGIOSA DI OSPITALITA' MAESTRE PIE VENERINI;MONTEVECCHIO  51;FANO;;;maestrepie.venerini1@gmail.com
BED & BREAKFAST;B&B CASA SGARIA;DEL MULINO  44;FANO;FENILE;www.casasgaria.it;serfetanto@gmail.com
BED & BREAKFAST;ZIA LELLY B&B;VIA VITTORIO VENETO 80/B;FANO;FANO;;elenapatrizi@gmail.com
ALTRI ALLOGGI PRIVATI;BIAGIOTTI ENNIO (9/13);VIA TRIESTE 9/13;FANO;FANO;;gest-service@pec.it
ALTRI ALLOGGI PRIVATI;CANESTRARI FRANCO;VIA NIGUSANTI e VIALE PRIMO MAGGIO 25/41;FANO;FANO;;canestrari89@hotmail.it
ALTRI ALLOGGI PRIVATI;CICERCHIA MARIA (11);VIA TRIESTE 11;FANO;FANO;;gest-service@pec.it
ALTRI ALLOGGI PRIVATI;FIORELLI ATTILIO;VIALE TRIESTE 4;FANO;FANO;;r.andrea@sed84.com
ALTRI ALLOGGI PRIVATI;VILLA AUGUSTA;LOCALITA' SAN BIAGIO 43;FANO;SAN BIAGIO;;villa.augusta.fano@gmail.com
ALTRI ALLOGGI PRIVATI;MENACCINI DIEGO;VIA NAZARIO SAURO 22;FANO;FANO;;r.andrea@sed84.com
TURISMO RURALE;MOLINO MONACELLI COUNTRY HOUSE;località Fenile  88;FANO;località Fenile;www.molinomonacelli.it;"info@molinomonacelli.it; ludochan@hotmail.it"
BED & BREAKFAST;B&B LA CASA DI FANO;corso Matteotti 173;FANO;;;info@lacasadifano.it
CAMPEGGI;CAMPING MADONNA PONTE;via delle Brecce 25;FANO;FANO;www.campingmadonnaponte.it;info@campingmadonnaponte.it
ALBERGHI;ALBERGO EURO;via delle Brecce 25;FANO;FANO;www.campingmadonnaponte.it;info@campingmadonnaponte.it
BED & BREAKFAST;B&B AL VILLINO DEL SOLE;via Loc.Chiaruccia 78;FANO;Bellocchi;www.alvillinodelsole.it;info@alvillinodelsole.it
ALTRI ALLOGGI PRIVATI;BIONDI AGNESE;via SNASS 447;FANO;;;mircobiondi@libero.it
ALTRI ALLOGGI PRIVATI;BENCIVENNI CESARE;via Bellavista 1;FANO;;;cesarebencivenni@tiscali.it
ALTRI ALLOGGI PRIVATI;BENCIVENNI SOFIA;via Bellavista 1;FANO;;;cesarebencivenni@tiscali.it
BED & BREAKFAST;B&B VERDAZZURRO di FILIPPETTI ELISABETTA;via Poggi 17;FANO;;www.bnbverdazzurro.it;info@bnbverdazzurro.it
TURISMO RURALE;VILLA GIULIA;;FANO;;www.relaisvillagiulia.com;info@relaisvillagiulia.com
BED & BREAKFAST;B&B A 2 PASSI;VIA DEL PONTE 15;FANO;;;breakaduepassi@gmail.com
BED & BREAKFAST;B&B TERRAZZA SUL MARE;VIA MARZABOTTO 12;FANO;;;mei-pla1965@hotmail.it
ALTRI ALLOGGI PRIVATI;SACCHI FERNANDA;AURELIANO 9;FANO;;;inesistente@regione.marche.it
ALTRI ALLOGGI PRIVATI;MACCARI DANILO;via Lucio Domizio Aureliano 12;FANO;;;danilo.maccari@gmail.com
ALTRI ALLOGGI PRIVATI;PIERETTI SILVIA;LAGO DI PILATO 5;FANO;;;inesistente@regione.marche.it
ALTRI ALLOGGI PRIVATI;DEL VECCHIO VILMA;via Ferretto  21;FANO;;;
BED & BREAKFAST;B&B BIGOTTI 3;via Flaminia 444/f;FANO;;www.bigotti.it;infobigotti@gmail.com
ALTRI ALLOGGI PRIVATI;GIROLAMETTI DANIELA;via E.Storti 2;FANO;;;
BED & BREAKFAST;B&B MERY'S HOUSE;viale Romagna 28;FANO;;www.meyhouse.it;maria.arias@hotmail.it
ALLOGGI IN AFFITTO;QUATTRO STAGIONI;via Caminate 75;FANO;;;ramonanecsoi@gmail.com
ALTRI ALLOGGI PRIVATI;MONTANARI LEONELLO;VIA FAA DI BRUNO 118;FANO;FANO;;
ALTRI ALLOGGI PRIVATI;NARDINI BRUNO;via Vanvitelli 27;FANO;;;
ALTRI ALLOGGI PRIVATI;BIAGIOTTI PATRIZIA;VIA DEI MANDORLI 1;FANO;FANO;;gest-service@pec.it
ALTRI ALLOGGI PRIVATI;BIAGIOTTI EVELINA;VIA FAA' DI BRUNO 136/b;FANO;FANO;;
ALTRI ALLOGGI PRIVATI;OLIVA GIULIA;TRENTO 13;FANO;;;luigicanestrari49@gmail.com
ALTRI ALLOGGI PRIVATI;BIAGIOTTI EUGENIO (136/b);VIA FAA' DI BRUNO 136/b;FANO;FANO;;info@fanoaffitti.it
BED & BREAKFAST;B&B LE QUATTRO STAGIONI;via Caminate 75;FANO;;;bblequattrostagioni@gmail.com
BED & BREAKFAST;B&B GRETA;LOC. CARIGNANO 57;FANO;CARIGNANO;;giovannigiommi@alice.it
BED & BREAKFAST;B&B CAVALIER GENTILE;VIA CAVALIER GENTILE 161;FANO;;www.cavaliergentile.it;info@cavaliergentile.it
BED & BREAKFAST;B&B SANT'ANDREA;VIA SANT'ANDREA 50;FANO;S. ANDREA IN VILLIS;www.santandreabb.it;info@santandreabb.it
BED & BREAKFAST;B&B IL GIARDINO RITROVATO;VIA VI STRADA 40;FANO;BELLOCCHI DI FANO;;info@ilgiardinoritrovato.it
BED & BREAKFAST;B&B A CASA DI ERNESTO;VIA GUARNIERI 7;FANO;;;acasadiernesto.fano@gmail.com
BED & BREAKFAST;B&B LA CARDINELLA;LOCALITA' FENILE 11/A;FANO;;www.lacardinella.it;info@lacardinella.it
ALTRI ALLOGGI PRIVATI;OMICCIOLI ALESSANDRO;VIA G.FATTORI 3;FANO;;;aleomiccioli@alice.it
BED & BREAKFAST;SOTTO LE STELLE;IX Strada  34;FANO;bellocchi;;bb.sottolestelle@gmail.com
BED & BREAKFAST;B&B VITRUVIO;PIAZZA AMIANI  4;FANO;FANO;;iantognozzi72@gmail.com
BED & BREAKFAST;B&B VILLINO ELISABETTA;ABRUZZI  4;FANO;FANO;;carmar@gmail.com
ALTRI ALLOGGI PRIVATI;FURLANI MAGDA;Via Nazario Sauro SNC;FANO;FANO;;magdalenafurlani@gmail.com
BED & BREAKFAST;IL COLLE DELLE TERRAZZE;Via Roncosambaccio 118;FANO;RONCOSAMBACCIO;;mchiaragiovanetti@gmail.com
ALLOGGI IN AFFITTO;VERNELLI ALESSIA;via buonincontri 19;FANO;FANO;;
BED & BREAKFAST;AL COLLE SAN GIOVANNI;strada comunale di montegiove 104;FANO;FANO;;serefabiani@libero.it
ALBERGHI;ASTORIA GOURMET & RELAX;viale cairoli 86;FANO;FANO;www.hotelastoriafano.it;info@hotelastoriafano.it
ALLOGGI IN AFFITTO;AFFITTACAMERE OASI;via belsito 17;FANO;FANO;;hotel.oasi@gostec.net
BED & BREAKFAST;B&B SASSONIA;via ruggero ruggeri 20;FANO;FANO;;bbsassonia@yahoo.it
BED & BREAKFAST;B&B BAJOCCHI GIANCARLA;Petrarca 6;FANO;FANO;;dacarla.fano@gmail.com
STABILIMENTI BALNEARI;PALM BEACH;strada nazionale adriatica sud 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;BAGNI CAMPING MIMOSA;via buonincontri 1 1;FANO;FANO;info@campinglamimosa.it;www.campinglamimosa.it
BED & BREAKFAST;B&B A CASA DA MATILDE;strada nazionale flaminia 124;FANO;FANO;www.acasadamatilde.it;info@acasadamatilde.it
ALLOGGI AGRITURISTICI;CA' DORALE;localita' fenile 81;FANO;FANO;www.agriturismocadorale.it;cadorale@gmail.com
ALLOGGI IN AFFITTO;CAMERE IN AFFITTO DA FARINA;Via Ticino T 1 D;FANO;CARRARA DI FANO;;mori-2004@libero.it
BED & BREAKFAST;B&B VILLA ROSABELLA;via del colle 26;FANO;FANO;www.villarosabella.it;catiacento@libero.it
ALLOGGI AGRITURISTICI;DA CARIGNANO;localita' bevano 70;FANO;FANO;www.dacarignano.it;info@dacarignano.it
TURISMO RURALE;COUNTRY HOUSE ISOLA BELGATTO;località belgatto 87;FANO;FANO;www.isolabelgatto.it;planet@isolabelgatto.it
TURISMO RURALE;COUNTRY HOUSE CASTELLO DI MONTEGIOVE;via Forcolo 26;FANO;FANO;www.castellomontegiovehotel.com;info@castellomontegiove.it
STABILIMENTI BALNEARI;MARINA;viale Adriatico 15;FANO;;"info@hotelmarinafano.it
";"www.hotelmarinafano.it
"
STABILIMENTI BALNEARI;HOTEL IMPERIAL;via faa' di bruno 119 119;FANO;FANO;;
STABILIMENTI BALNEARI;BAGNI ARZILLA DI MONTALBINI E TANFANI S.N.C.;via del moletto 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;BAGNI MARINO DI ALBERTINI ILARIO & C.;via faa' di bruno 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;BAR SPIAGGIA DEI FIORI;via delle nasse 1 1;FANO;FANO;spiaggiadeifiori@pec.it;
STABILIMENTI BALNEARI;BAGNI FRANCO (Conc. N° 56) DI GAUDENZI GIANFRANCO;VIA SNAN - FOSSO SEJORE - FANO 2 2;FANO; FOSSO SEIORE - FANO;info@bagnifranco.it;www.bagnifranco.it
STABILIMENTI BALNEARI;BAGNI ELSA DI TOMBARI ELSA ISOLA;;FANO;FOSSO SEJORE - FANO;;
STABILIMENTI BALNEARI;BAGNI LIDO 1 di CECCONI MATTEO & C. s.n.c. (Conc. N° 235);via c. simonetti 235 235;FANO;FANO;;
STABILIMENTI BALNEARI;BAGNI 5 - TAM TAM BEACH;via della baia 5 5;FANO;FANO;;
STABILIMENTI BALNEARI;BAGNI LIDO 2 di FRANCHINI FRANCO (Conc. N° 18);via c. simonetti 18 18;FANO;FANO;g.gianca@libero.it;
STABILIMENTI BALNEARI;HOTEL PLAYA PRINCIPE;via buonincontri 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;LA META BEACH DI FERRI MAURO;;FANO;METAURILIA - FANO;bastia71@hotmail.com;
STABILIMENTI BALNEARI;HOTEL RUHIG DI CILINA MARE SRL;via faa' di bruno 165 165;FANO;FANO;info@hotelruhig.com;www.hotelruhig.com
STABILIMENTI BALNEARI;BAGNI CLAUDIA (Conc. N° 17);via cappellini 17 17;FANO;FANO;;
STABILIMENTI BALNEARI;BAGNI CLAUDIA (Conc. N° 140);via cappellini 140 140;FANO;FANO;;
STABILIMENTI BALNEARI;FANTASY BEACH DI TONELLI EMANUELE;via faa' di bruno 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;BAGNI AZZURRA;via cappellini 1 1;FANO;FANO;pinciodes@gmail.com;
STABILIMENTI BALNEARI;BAGNI CARMEN DI BATTISTI LEONELLO E BATTISTONI CARMEN LUISA;via faa' di bruno 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;BAGNI CARAVEL DI CUICCHI MARINO & C. SAS;Via Faa' di Bruno 135 135;FANO;Marotta di Fano;info@hotel-caravel.it;www.hotel-caravel.it
STABILIMENTI BALNEARI;BAGNI SOLEADO DI DIOTALLEVI DAVIDE & C.;via cappellini 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;BAGNI SERGIO DI CIAVAGLIA ADAMO;viale adriatico 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;BAGNI LORY DI CASAGRANDE BACCHIOCCHI FABIO;via cappellini 21 21;FANO;FANO;;
STABILIMENTI BALNEARI;BAGNI CAMPING METAURO;via buonincontri 1 1;FANO;TORRETTE;;
STABILIMENTI BALNEARI;BAGNI CARLO DI LISOTTI GABRIELLA (Conc N° 48);viale adriatico 48 48;FANO;FANO;;
STABILIMENTI BALNEARI;LIDO 3 DI GAMBINI GIANFRANCA & C. S.A.S.;via c. simonetti 7 7;FANO;FANO;lidodifano@alice.it;
STABILIMENTI BALNEARI;REGINA BEACH DI BACCHIOCCHI SILVIA E CIACCI SIRIANA;;FANO;METAURILIA - FANO;;
STABILIMENTI BALNEARI;BAGNI ERMETE DI GLORI MAURIZIO;via stelle di mare 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;IL LIDO DELLE PALME DI BATTISTI FRANCESCA & C. S.N.C.;via cappellini 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;SPIAGGIA DEI GABBIANI DI STAFOGGIA WALTER;via lucio domizio aureliano 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;BAGNI PEPPE DI TARINI GIUSEPPE;viale adriatico 1 1;FANO;FANO;info@bagnipeppe.it;www.bagnipeppe.it
STABILIMENTI BALNEARI;BAGNI MAURIZIO di GABBIANELLI IRIDE;viale adriatico 1 1;FANO;FANO;info@bagnimaurizio.it;www.bagnimaurizio.it
STABILIMENTI BALNEARI;BAGNI CRIDA DI BARTOLUCCI PAOLO E DAVIDE;via delle nasse 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;KENDWA BEACH DI CURSI MASSIMO;via della baia 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;BAGNI GABRIELE DI BARBINI GABRIELE;viale adriatico 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;BAGNI ALDA DI MASTROGIACOMI MARCO;via faa' di bruno 1 1;FANO;FANO;info@bagnialda.it;
STABILIMENTI BALNEARI;BAGNI TORRETTE DI MANDOLINI MAURO E MARCO;via stelle di mare 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;BLU BEACH;strada nazionale adriatica sud 203 203;FANO;TORRETTE;;info@campingmareblu.net
STABILIMENTI BALNEARI;BAGNI ERMES DI ZAGAGLIA ERMES;via buonincontri 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;CAMPING STELLA MARIS DI TARSI AMEDEO;via cappellini 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;BOIANI BEACH DI BOIANI OMAR;;FANO;METAURILIA - FANO;;
STABILIMENTI BALNEARI;BAGNI OASI;;FANO;FOSSO SEIORE - FANO;;
STABILIMENTI BALNEARI;BAGNI CAMPING VERDE LUNA;via buonincontri 1 1;FANO;TORRETTE;;
STABILIMENTI BALNEARI;LA PRIMASECCA DI DE FRANCESCO PATRIZIA;via cappellini 7 7;FANO;FANO;;
STABILIMENTI BALNEARI;VERNI MARIO;viale adriatico 1 1;FANO;FANO;;
STABILIMENTI BALNEARI;BAGNI NELLA di CARBONI CARMEN E NELLA SNC;;FANO;FOSSO SEJORE - FANO;romeof2010@hotmail.it;
CAMPEGGI;CAMPING METAURO;strada nazionale adriatica sud 241;FANO;FANO;www.campingmetauro.it;info@campingmetauro.it
ALLOGGI IN AFFITTO;CAFE' & RESTAURANT BUENA VISTA;via faa' di bruno 1;FANO;FANO;;lucachef17@gmail.com
ALLOGGI IN AFFITTO;VERNELLI ANDREA;via buonincontri 19;FANO;FANO;;
ALLOGGI IN AFFITTO;AFFITTACAMERE OASI;via belsito 19;FANO;TORRETTE;;hotel.oasi@gostec.net
ALLOGGI IN AFFITTO;DA FARINA;S.N. flaminia 379 O 379;FANO;CARRARA;;
BED & BREAKFAST;B&B MERISTELLA;strada nazionale adriatica sud 1;FANO;FANO;;ligima@infinito.it
ALLOGGI IN AFFITTO;LOR.CYN. di RENZONI SILVIO & C. S.A.S;via vanvitelli 39;FANO;FANO;;cristina@studioghiandoni.it
ALBERGHI;AUGUSTUS;via Giacomo Puccini 2;FANO;FANO;hotelaugustus.it;augustus@hotelaugustus.it
ALBERGHI;ELISABETH DUE;piazzale amendola 2;FANO;FANO;www.hotelelisabethdue.it;info@hotelelisabethdue.it
ALBERGHI;ALLA LANTERNA;strada Nazionale Adriatica Sud 78;FANO;FANO;www.allalanterna.com;info@allalanterna.com
ALBERGHI;AMELIA;viale cairoli 80;FANO;FANO;www.hotelamelia.it;info@hotelamelia.it
ALBERGHI;ANGELA;viale Adriatico 13;FANO;FANO;www.hotelangela.it;info@hotelangela.it
ALBERGHI;BEAURIVAGE;viale adriatico 124;FANO;FANO;www.hotelangela.it;info@hotelangela.it
ALBERGHI;CORALLO;via Leonardo da Vinci 3;FANO;FANO;www.hotelcorallo-fano.it;info@hotelcorallo-fano.it
ALBERGHI;CRISTALLO;viale Cesare Battisti 49;FANO;FANO;www.hotelcristallo-fano.it;info@hotelcristallo-fano.it
ALBERGHI;EXCELSIOR;via C. Simonetti 57;FANO;FANO;www.hotelangela.it;info@hotelangela.it
ALBERGHI;HOTEL MARINA;viale Adriatico 15;FANO;FANO;www.hotelmarinafano.it;info@hotelmarinafano.it
ALBERGHI;ORFEO;Corso Giacomo Matteotti 5;FANO;FANO;www.hotelorfeo-fano.it;info@hotelorfeo.it
ALBERGHI;PARADISE;viale adriatico 126;FANO;FANO;www.hotel-paradise.it;info@hotel-paradise.it
ALBERGHI;PLAZA;viale Cairoli 114;FANO;FANO;www.plazahotelfano.it;info@plazahotelfano.it
ALBERGHI;SIRI HOTEL;viale Bruno Buozzi 69;FANO;FANO;http://www.sirihotelfano.it;info@sirihotelfano.it
ALBERGHI;MARINELLA;strada nazionale adriatica nord 107;FANO;FANO;www.hotelristorantemarinella.it;info@hotelristorantemarinella.it
ALBERGHI;ALBERGO METAURO;viale piceno 178;FANO;FANO;;albemetauro@libero.it
ALBERGHI;SASSONIA;viale Adriatico 88;FANO;FANO;www.pensionesassonia.it;info@pensionesassonia.it
ALBERGHI;CASADEI;via Cappellini 53;FANO;FANO;www.hotelcasadei.it;info@hotelcasadei.it
ALBERGHI;EKO;via Belvedere 4;FANO;FANO;www.hoteleko.it;info@hoteleko.it
ALBERGHI;PLAYA PRINCIPE RESORT;via Buonincontri 65;FANO;FANO;www.hotelplayaprincipe.it;info@hotelplayaprincipe.it
ALBERGHI;MARIA;via Belvedere 5;FANO;TORRETTE di FANO;www.hotelwerther.com;pensionemaria@email.it
ALBERGHI;OASI;via stelle di mare  10;FANO;FANO;www.hoteloasitorrette.it;info@hoteloasitorrette.it
ALBERGHI;WERTHER;via stelle di mare 14;FANO;TORRETTE di FANO;www.hotelwerther.com;hotelwerther@email.it
ALBERGHI;EDELWEISS;via Buonincontri 27;FANO;FANO;www.hoteledelweissfano.it;info@hoteledelweissfano.it
ALBERGHI;CARAVEL;via Faa' di Bruno 135;FANO;Ponte Sasso di Fano;www.hotel-caravel.it;info@hotel-caravel.it
ALBERGHI;RUHIG;via faa' di bruno 165;FANO;FANO;www.hotelruhig.com;info@hotelruhig.com
CAMPEGGI;FANO;via s.n.a.s. dir. sud 1;FANO;FANO;www.campingfano.it;info@campingfano.it
CAMPEGGI;MAREBLU';strada nazionale adriatica sud 203;FANO;FANO;www.campingmareblu.net;info@campingmareblu.net
CAMPEGGI;CAMPING TORRETTE;via Buonincontri 50;FANO;FANO;;
ALTRI ESERCIZI RICETTIVI;FILIPPETTI DANTE - AGRICAMPEGGIO;localita' Metaurilia 46;FANO;FANO;;
ALTRI ESERCIZI RICETTIVI;FILIPPETTI CLAUDIO - AGRICAMPEGGIO;localita' Metaurilia 46;FANO;FANO;;
ALLOGGI AGRITURISTICI;SANTA CRISTINA;localita' rosciano 4;FANO;FANO;;info@agriturismosantacristina.it
ALTRI ESERCIZI RICETTIVI;ROMANI ENNIO - AGRICAMPEGGIO;località Metaurilia 39;FANO;FANO;;
ALLOGGI AGRITURISTICI;LA GROTTA;VIA SANT'ANGELO IN FERRIANO 16;FANO;FANO;www.agriturlagrotta.it;info@agriturlagrotta.it
ALTRI ESERCIZI RICETTIVI;IL PRATO DEI GRILLI - AGRICAMPEGGIO;localita' Belgatto 75;FANO;FANO;www.pratodeigrilli.it;pratodeigrilli@libero.it
ALTRI ESERCIZI RICETTIVI;FILIPPETTI NANDO - AGRICAMPEGGIO;localita' Metaurilia 46;FANO;FANO;;
ALTRI ESERCIZI RICETTIVI;IL PRATO - AGRICAMPEGGIO;localita' Metaurilia 81;FANO;FANO;;
ALTRI ESERCIZI RICETTIVI;IL PARADISO - AGRICAMPEGGIO;localita' Magliano 29;FANO;FANO;www.agriturismoilparadiso.altervista.org;ilparadisoagriturismo@gmail.com
ALLOGGI AGRITURISTICI;CA' RAMARRA;localita' san biagio 50;FANO;FANO;;info@caramarra.it
ALLOGGI AGRITURISTICI;AGRITURISMO MONTE GIOVE;strada nazionale flaminia 124;FANO;FANO;;agrimontegiove@libero.it
CAMPEGGI;STELLA MARIS;via cappellini 5;FANO;loc.Torrette di Fano;www.campingstellamaris.it;stellamaris@camping.it
CAMPEGGI;CAMPEGGIO-CENTRO VACANZE VERDE LUNA;strada nazionale Adriatica Sud 251;FANO;FANO;www.campingverdeluna.it;info@campingverdeluna.it
CASE PER FERIE;CASA DI SOGGIORNO ENAM - CONVITTO VITTORIO COLONNA;via Montegrappa 19;FANO;FANO;;
CASE PER FERIE;DON ORIONE;Via IV Novembre 47;FANO;FANO;;donorionefano@virgilio.it
CASE PER FERIE;EREMO DI MONTE GIOVE;strada comunale di montegiove 90;FANO;ROSCIANO;;
CASE PER FERIE;VILLA ALTA PRELATO;via del Prelato 3;FANO;FANO;;dongiu56@hotmail.it
CAMPEGGI;LA MIMOSA;strada nazionale Adriatica Sud 259;FANO;FANO;www.campinglamimosa.it;info@campinglamimosa.it
ALBERGHI;CONTINENTAL;viale Adriatico 148;FANO;FANO;www.hotelcontinental-fano.it;info@hotelcontinental-fano.it
ALBERGHI;MARE;lungomare cristoforo colombo 20;FANO;FANO;;
ALBERGHI;HOTEL DE LA VILLE;viale Cairoli 1;FANO;FANO;www.hoteldelavillefano.com;info@hoteldelavillefano.com
ALBERGHI;IMPERIAL;via faa' di bruno 119;FANO;Ponte Sasso Marotta;www.hotel-imperial.it;info@hotel-imperial.it
ALBERGHI;HOTEL INTERNAZIONALE;via cappellini 85;FANO;FANO;www.hotel-internazionale.net;perkins.james@libero.it
TURISMO RURALE;EL FUNTANON;via Cerquelle 70;FANO;Carignano;;info@elfuntanon.com
BED & BREAKFAST;BIGOTTI STEFANO;strada Nazionale Flaminia 444;FANO;FANO;www.bigotti.it;tommaso_bigotti@alice.it
BED & BREAKFAST;ARCA DI NOE';via del fiume 39;FANO;FANO;www.wix.com/miskull/arca-di-noe;beb.arcadinoe@gmail.com
BED & BREAKFAST;B&B MAREVISTA;viale romagna 1/A;FANO;FANO;www.marevista.it;a_monni@yahoo.it
BED & BREAKFAST;B&B LA CASA DELLE FATE;via Carignano  69;FANO;;;fenixginnastica@gmail.com
BED & BREAKFAST;B&B VILLA DEA;strada Comunale Centinarola 37;FANO;Centinarola;www.bedandbreakfastvilladeafano.wordpress.com;villadeafano@libero.it
OSTELLI PER LA GIOVENTU';OSTELLO DON ORIONE;Via IV Novembre 47;FANO;;www.donorionefano.it;
BED & BREAKFAST;CASA JOLANDA;loc.Caminate 34/a;FANO;CAMINATE;;casajolandafano@gmail.com
